Country,Year,num_sequences,variant_dominant,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
Algeria,601,8,,0.18,154,3.4
Algeria,615,4,,0.09,158,3.49
Algeria,657,2,,0.04,160,3.53
Algeria,671,5,,0.11,165,3.64
Algeria,685,1,,0.02,166,3.66
Algeria,699,8,,0.18,174,3.84
Algeria,713,19,,0.42,193,4.26
Algeria,727,15,,0.33,208,4.59
Algeria,741,13,,0.29,221,4.88
Algeria,755,26,,0.58,247,5.46
Algeria,769,26,,0.58,273,6.04
Algeria,783,13,,0.29,286,6.33
Algeria,797,8,,0.18,294,6.51
Algeria,825,5,,0.11,299,6.62
Algeria,853,4,,0.09,303,6.71
Algeria,867,3,,0.07,306,6.78
Algeria,881,7,,0.16,313,6.94
Algeria,895,15,,0.33,328,7.27
Algeria,909,54,Omicron (BA.5),1.2,382,8.47
Algeria,923,123,Omicron (BA.5),2.74,505,11.21
Algeria,937,72,Omicron (BA.5),1.6,577,12.81
Algeria,951,39,Omicron (BA.5),0.87,616,13.68
Algeria,965,16,,0.36,632,14.04
Algeria,979,4,,0.09,636,14.13
Algeria,993,6,,0.13,642,14.26
Algeria,1007,5,,0.11,647,14.37
Algeria,1021,2,,0.04,649,14.41
Algeria,1035,8,,0.18,657,14.59
Algeria,1049,7,,0.16,664,14.75
Algeria,1063,15,,0.33,679,15.08
Algeria,1077,12,,0.27,691,15.35
Algeria,1091,8,,0.18,699,15.53
Algeria,1105,5,,0.11,704,15.64
Algeria,1119,4,,0.09,708,15.73
Algeria,1133,1,,0.02,709,15.75
Algeria,1161,3,,0.07,712,15.82
Algeria,1175,7,,0.16,719,15.98
Algeria,1189,7,,0.16,726,16.14
Algeria,1203,16,,0.36,742,16.5
Algeria,1217,2,,0.04,744,16.54
Andorra,517,2,,25.05,2,25.05
Andorra,531,5,,62.62,7,87.67
Andorra,545,13,,162.82,20,250.49
Andorra,559,1,,12.52,21,263.01
Andorra,573,2,,25.05,23,288.06
Andorra,587,1,,12.52,24,300.58
Andorra,601,2,,25.05,26,325.63
Andorra,615,1,,12.52,27,338.15
Andorra,629,4,,50.1,31,388.25
Andorra,643,2,,25.05,33,413.3
Andorra,685,4,,50.1,37,463.4
Andorra,699,12,,150.29,49,613.69
Andorra,713,21,,263.02,70,876.71
Andorra,727,17,,212.92,87,1089.63
Andorra,741,15,,187.87,102,1277.5
Andorra,755,9,,112.72,111,1390.22
Andorra,769,9,,112.72,120,1502.94
Andorra,783,4,,50.1,124,1553.04
Andorra,797,7,,87.67,131,1640.71
Andorra,811,4,,50.1,135,1690.81
Andorra,825,2,,25.05,137,1715.86
Andorra,839,6,,75.15,143,1791.01
Andorra,853,10,,125.25,153,1916.26
Andorra,867,8,,100.2,161,2016.46
Andorra,881,6,,75.15,167,2091.61
Andorra,895,21,,263.02,188,2354.63
Andorra,909,12,,150.29,200,2504.92
Andorra,923,9,,112.72,209,2617.64
Andorra,937,9,,112.72,218,2730.36
Andorra,951,3,,37.57,221,2767.93
Andorra,965,6,,75.15,227,2843.08
Andorra,979,3,,37.57,230,2880.65
Andorra,993,5,,62.62,235,2943.27
Andorra,1007,11,,137.77,246,3081.04
Andorra,1021,5,,62.62,251,3143.66
Andorra,1035,10,,125.25,261,3268.91
Andorra,1049,1,,12.52,262,3281.43
Andorra,1063,2,,25.05,264,3306.48
Andorra,1077,5,,62.62,269,3369.1
Angola,167,3,,0.08,3,0.08
Angola,251,5,,0.14,8,0.22
Angola,265,5,,0.14,13,0.36
Angola,279,4,,0.11,17,0.47
Angola,321,5,,0.14,22,0.61
Angola,335,53,Beta,1.49,75,2.1
Angola,349,3,,0.08,78,2.18
Angola,363,34,Others,0.96,112,3.14
Angola,377,39,Others,1.1,151,4.24
Angola,391,26,,0.73,177,4.97
Angola,405,43,Others,1.21,220,6.18
Angola,419,64,Beta,1.8,284,7.98
Angola,433,69,Beta,1.94,353,9.92
Angola,447,48,Alpha,1.35,401,11.27
Angola,461,48,Beta,1.35,449,12.62
Angola,475,12,,0.34,461,12.96
Angola,489,1,,0.03,462,12.99
Angola,503,16,,0.45,478,13.44
Angola,517,45,Alpha,1.26,523,14.7
Angola,531,32,Beta,0.9,555,15.6
Angola,545,31,Delta,0.87,586,16.47
Angola,559,4,,0.11,590,16.58
Angola,573,2,,0.06,592,16.64
Angola,587,6,,0.17,598,16.81
Angola,601,43,Delta,1.21,641,18.02
Angola,615,95,Delta,2.67,736,20.69
Angola,629,27,,0.76,763,21.45
Angola,643,18,,0.51,781,21.96
Angola,671,1,,0.03,782,21.99
Angola,685,1,,0.03,783,22.02
Angola,713,62,Omicron (BA.1),1.74,845,23.76
Angola,727,26,,0.73,871,24.49
Angola,923,1,,0.03,872,24.52
Angola,937,1,,0.03,873,24.55
Angola,951,10,,0.28,883,24.83
Angola,979,5,,0.14,888,24.97
Angola,993,1,,0.03,889,25.0
Angola,1007,5,,0.14,894,25.14
Angola,1021,1,,0.03,895,25.17
Argentina,111,146,Others,3.21,146,3.21
Argentina,125,165,Others,3.63,311,6.84
Argentina,139,67,Others,1.47,378,8.31
Argentina,153,78,Others,1.71,456,10.02
Argentina,167,60,Others,1.32,516,11.34
Argentina,181,110,Others,2.42,626,13.76
Argentina,195,99,Others,2.18,725,15.94
Argentina,209,110,Others,2.42,835,18.36
Argentina,223,135,Others,2.97,970,21.33
Argentina,237,49,Others,1.08,1019,22.41
Argentina,251,53,Others,1.16,1072,23.57
Argentina,265,38,Others,0.83,1110,24.4
Argentina,279,94,Others,2.07,1204,26.47
Argentina,293,56,Others,1.23,1260,27.7
Argentina,307,59,Others,1.3,1319,29.0
Argentina,321,54,Others,1.19,1373,30.19
Argentina,335,78,Others,1.71,1451,31.9
Argentina,349,57,Others,1.25,1508,33.15
Argentina,363,80,Others,1.76,1588,34.91
Argentina,377,61,Others,1.34,1649,36.25
Argentina,391,72,Others,1.58,1721,37.83
Argentina,405,65,Others,1.43,1786,39.26
Argentina,419,128,Others,2.81,1914,42.07
Argentina,433,230,Others,5.05,2144,47.12
Argentina,447,289,Others,6.35,2433,53.47
Argentina,461,407,Gamma,8.94,2840,62.41
Argentina,475,310,Gamma,6.81,3150,69.22
Argentina,489,342,Gamma,7.51,3492,76.73
Argentina,503,377,Gamma,8.28,3869,85.01
Argentina,517,412,Gamma,9.05,4281,94.06
Argentina,531,368,Gamma,8.09,4649,102.15
Argentina,545,377,Gamma,8.28,5026,110.43
Argentina,559,352,Gamma,7.73,5378,118.16
Argentina,573,483,Gamma,10.61,5861,128.77
Argentina,587,433,Gamma,9.51,6294,138.28
Argentina,601,382,Gamma,8.39,6676,146.67
Argentina,615,277,Delta,6.09,6953,152.76
Argentina,629,247,Delta,5.43,7200,158.19
Argentina,643,533,Delta,11.71,7733,169.9
Argentina,657,706,Delta,15.51,8439,185.41
Argentina,671,690,Delta,15.16,9129,200.57
Argentina,685,757,Delta,16.63,9886,217.2
Argentina,699,763,Delta,16.77,10649,233.97
Argentina,713,1021,Omicron (BA.1),22.43,11670,256.4
Argentina,727,632,Omicron (BA.1),13.89,12302,270.29
Argentina,741,582,Omicron (BA.1),12.79,12884,283.08
Argentina,755,340,Omicron (BA.1),7.47,13224,290.55
Argentina,769,209,Omicron (BA.1),4.59,13433,295.14
Argentina,783,119,Omicron (BA.1),2.61,13552,297.75
Argentina,797,52,Omicron (BA.1),1.14,13604,298.89
Argentina,811,42,Omicron (BA.1),0.92,13646,299.81
Argentina,825,53,Omicron (BA.2),1.16,13699,300.97
Argentina,839,93,Omicron (BA.2),2.04,13792,303.01
Argentina,853,176,Omicron (BA.2),3.87,13968,306.88
Argentina,867,275,Omicron (BA.2),6.04,14243,312.92
Argentina,881,249,Omicron (BA.2),5.47,14492,318.39
Argentina,895,248,Omicron (BA.2),5.45,14740,323.84
Argentina,909,356,Omicron (BA.5),7.82,15096,331.66
Argentina,923,427,Omicron (BA.5),9.38,15523,341.04
Argentina,937,320,Omicron (BA.5),7.03,15843,348.07
Argentina,951,215,Omicron (BA.4),4.72,16058,352.79
Argentina,965,120,Omicron (BA.5),2.64,16178,355.43
Argentina,979,75,Omicron (BA.4),1.65,16253,357.08
Argentina,993,29,,0.64,16282,357.72
Argentina,1007,24,,0.53,16306,358.25
Argentina,1021,18,,0.4,16324,358.65
Argentina,1035,57,Omicron (BQ.1),1.25,16381,359.9
Argentina,1049,210,Omicron (BQ.1),4.61,16591,364.51
Argentina,1063,854,Omicron (BQ.1),18.76,17445,383.27
Argentina,1077,561,Omicron (BQ.1),12.33,18006,395.6
Argentina,1091,395,Omicron (BQ.1),8.68,18401,404.28
Argentina,1105,129,Omicron (BQ.1),2.83,18530,407.11
Argentina,1119,27,,0.59,18557,407.7
Argentina,1133,15,,0.33,18572,408.03
Argentina,1147,30,Omicron (XBB.1.5),0.66,18602,408.69
Argentina,1161,33,Omicron (XBB.1.5),0.73,18635,409.42
Argentina,1175,20,,0.44,18655,409.86
Argentina,1189,27,,0.59,18682,410.45
Argentina,1203,16,,0.35,18698,410.8
Argentina,1217,27,,0.59,18725,411.39
Argentina,1231,21,,0.46,18746,411.85
Argentina,1245,15,,0.33,18761,412.18
Argentina,1259,27,,0.59,18788,412.77
Argentina,1273,31,Omicron (XBB.1.5),0.68,18819,413.45
Argentina,1287,30,Omicron (XBB.1.5),0.66,18849,414.11
Argentina,1301,59,Omicron (XBB.1.5),1.3,18908,415.41
Argentina,1315,56,Omicron (XBB.1.5),1.23,18964,416.64
Argentina,1329,46,Omicron (XBB.1.5),1.01,19010,417.65
Argentina,1343,20,,0.44,19030,418.09
Aruba,209,4,,37.57,4,37.57
Aruba,223,1,,9.39,5,46.96
Aruba,363,10,,93.93,15,140.89
Aruba,377,83,Others,779.64,98,920.53
Aruba,391,108,Others,1014.48,206,1935.01
Aruba,405,131,Alpha,1230.52,337,3165.53
Aruba,419,116,Alpha,1089.62,453,4255.15
Aruba,433,61,Alpha,572.99,514,4828.14
Aruba,447,144,Alpha,1352.63,658,6180.77
Aruba,461,152,Alpha,1427.78,810,7608.55
Aruba,475,106,Alpha,995.69,916,8604.24
Aruba,489,72,Alpha,676.32,988,9280.56
Aruba,503,142,Gamma,1333.85,1130,10614.41
Aruba,517,43,Gamma,403.91,1173,11018.32
Aruba,531,9,,84.54,1182,11102.86
Aruba,545,73,Delta,685.71,1255,11788.57
Aruba,559,100,Delta,939.33,1355,12727.9
Aruba,573,606,Delta,5692.33,1961,18420.23
Aruba,587,366,Delta,3437.94,2327,21858.17
Aruba,601,158,Delta,1484.14,2485,23342.31
Aruba,615,158,Delta,1484.14,2643,24826.45
Aruba,629,95,Delta,892.36,2738,25718.81
Aruba,643,33,Delta,309.98,2771,26028.79
Aruba,657,38,Delta,356.94,2809,26385.73
Aruba,671,35,Delta,328.77,2844,26714.5
Aruba,685,116,Delta,1089.62,2960,27804.12
Aruba,699,97,Delta,911.15,3057,28715.27
Aruba,727,28,,263.01,3085,28978.28
Aruba,755,3,,28.18,3088,29006.46
Aruba,769,4,,37.57,3092,29044.03
Aruba,797,10,,93.93,3102,29137.96
Aruba,811,30,Omicron (BA.2),281.8,3132,29419.76
Aruba,825,9,,84.54,3141,29504.3
Aruba,839,19,,178.47,3160,29682.77
Aruba,853,48,Omicron (BA.2),450.88,3208,30133.65
Aruba,867,48,Omicron (BA.2),450.88,3256,30584.53
Aruba,881,18,,169.08,3274,30753.61
Aruba,895,67,Omicron (BA.5),629.35,3341,31382.96
Aruba,909,59,Omicron (BA.5),554.2,3400,31937.16
Aruba,923,57,Omicron (BA.5),535.42,3457,32472.58
Aruba,937,77,Omicron (BA.5),723.28,3534,33195.86
Aruba,951,66,Omicron (BA.5),619.96,3600,33815.82
Aruba,965,24,,225.44,3624,34041.26
Aruba,979,51,Omicron (BA.5),479.06,3675,34520.32
Aruba,993,15,,140.9,3690,34661.22
Aruba,1007,44,Omicron (BA.5),413.3,3734,35074.52
Aruba,1021,46,Omicron (BA.5),432.09,3780,35506.61
Aruba,1035,45,Omicron (BQ.1),422.7,3825,35929.31
Aruba,1049,15,,140.9,3840,36070.21
Aruba,1063,31,Omicron (BQ.1),291.19,3871,36361.4
Aruba,1077,59,Omicron (BQ.1),554.2,3930,36915.6
Aruba,1091,97,Omicron (BQ.1),911.15,4027,37826.75
Aruba,1105,34,Omicron (BQ.1),319.37,4061,38146.12
Aruba,1119,9,,84.54,4070,38230.66
Aruba,1273,6,,56.36,4076,38287.02
Aruba,1287,8,,75.15,4084,38362.17
Aruba,1301,5,,46.97,4089,38409.14
Aruba,1315,11,,103.33,4100,38512.47
Australia,111,113,Others,4.32,113,4.32
Australia,125,80,Others,3.06,193,7.38
Australia,139,87,Others,3.32,280,10.7
Australia,153,159,Others,6.07,439,16.77
Australia,167,807,Others,30.83,1246,47.6
Australia,181,2643,Others,100.96,3889,148.56
Australia,195,3900,Others,148.98,7789,297.54
Australia,209,2390,Others,91.3,10179,388.84
Australia,223,1563,Others,59.71,11742,448.55
Australia,237,642,Others,24.52,12384,473.07
Australia,251,264,Others,10.09,12648,483.16
Australia,265,156,Others,5.96,12804,489.12
Australia,279,104,Others,3.97,12908,493.09
Australia,293,63,Others,2.41,12971,495.5
Australia,307,62,Others,2.37,13033,497.87
Australia,321,46,Others,1.76,13079,499.63
Australia,335,134,Others,5.12,13213,504.75
Australia,349,195,Others,7.45,13408,512.2
Australia,363,110,Others,4.2,13518,516.4
Australia,377,68,Others,2.6,13586,519.0
Australia,391,70,Alpha,2.67,13656,521.67
Australia,405,56,Alpha,2.14,13712,523.81
Australia,419,117,Alpha,4.47,13829,528.28
Australia,433,126,Others,4.81,13955,533.09
Australia,447,101,Alpha,3.86,14056,536.95
Australia,461,221,Alpha,8.44,14277,545.39
Australia,475,122,Delta,4.66,14399,550.05
Australia,489,49,Alpha,1.87,14448,551.92
Australia,503,65,Delta,2.48,14513,554.4
Australia,517,101,Delta,3.86,14614,558.26
Australia,531,450,Delta,17.19,15064,575.45
Australia,545,1216,Delta,46.45,16280,621.9
Australia,559,2235,Delta,85.38,18515,707.28
Australia,573,2788,Delta,106.5,21303,813.78
Australia,587,3075,Delta,117.47,24378,931.25
Australia,601,4606,Delta,175.95,28984,1107.2
Australia,615,2012,Delta,76.86,30996,1184.06
Australia,629,2503,Delta,95.62,33499,1279.68
Australia,643,2264,Delta,86.49,35763,1366.17
Australia,657,1691,Delta,64.6,37454,1430.77
Australia,671,1968,Delta,75.18,39422,1505.95
Australia,685,2523,Delta,96.38,41945,1602.33
Australia,699,4196,Delta,160.29,46141,1762.62
Australia,713,4713,Omicron (BA.1),180.04,50854,1942.66
Australia,727,3974,Omicron (BA.1),151.81,54828,2094.47
Australia,741,2807,Omicron (BA.1),107.23,57635,2201.7
Australia,755,3158,Omicron (BA.1),120.64,60793,2322.34
Australia,769,3035,Omicron (BA.1),115.94,63828,2438.28
Australia,783,4133,Omicron (BA.2),157.88,67961,2596.16
Australia,797,6304,Omicron (BA.2),240.82,74265,2836.98
Australia,811,5778,Omicron (BA.2),220.72,80043,3057.7
Australia,825,4959,Omicron (BA.2),189.44,85002,3247.14
Australia,839,4915,Omicron (BA.2),187.76,89917,3434.9
Australia,853,5315,Omicron (BA.2),203.04,95232,3637.94
Australia,867,5404,Omicron (BA.2),206.44,100636,3844.38
Australia,881,4254,Omicron (BA.2),162.51,104890,4006.89
Australia,895,4674,Omicron (BA.5),178.55,109564,4185.44
Australia,909,4538,Omicron (BA.5),173.36,114102,4358.8
Australia,923,3851,Omicron (BA.5),147.11,117953,4505.91
Australia,937,4009,Omicron (BA.5),153.15,121962,4659.06
Australia,951,4314,Omicron (BA.5),164.8,126276,4823.86
Australia,965,3268,Omicron (BA.5),124.84,129544,4948.7
Australia,979,3433,Omicron (BA.5),131.14,132977,5079.84
Australia,993,3444,Omicron (BA.5),131.56,136421,5211.4
Australia,1007,4162,Omicron (BA.5),158.99,140583,5370.39
Australia,1021,5260,Omicron (BA.5),200.94,145843,5571.33
Australia,1035,5318,Omicron (BA.5),203.15,151161,5774.48
Australia,1049,4290,Omicron (BA.2.75),163.88,155451,5938.36
Australia,1063,4045,Omicron (BA.2.75),154.52,159496,6092.88
Australia,1077,2485,Omicron (BA.2.75),94.93,161981,6187.81
Australia,1091,2769,Recombinant,105.78,164750,6293.59
Australia,1105,1888,Recombinant,72.12,166638,6365.71
Australia,1119,1830,Recombinant,69.91,168468,6435.62
Australia,1133,1943,Recombinant,74.22,170411,6509.84
Australia,1147,1861,Omicron (XBB.1.5),71.09,172272,6580.93
Australia,1161,2191,Omicron (XBB.1.5),83.7,174463,6664.63
Australia,1175,2372,Omicron (XBB.1.5),90.61,176835,6755.24
Australia,1189,2573,Omicron (XBB.1.5),98.29,179408,6853.53
Australia,1203,2764,Omicron (XBB.1.9),105.59,182172,6959.12
Australia,1217,2632,Omicron (XBB.1.9),100.54,184804,7059.66
Australia,1231,2770,Omicron (XBB.1.16),105.82,187574,7165.48
Australia,1245,1590,Omicron (XBB.1.16),60.74,189164,7226.22
Australia,1259,1144,Recombinant,43.7,190308,7269.92
Australia,1273,728,Recombinant,27.81,191036,7297.73
Australia,1287,562,Omicron (XBB.1.16),21.47,191598,7319.2
Australia,1301,520,Recombinant,19.86,192118,7339.06
Australia,1315,558,Omicron (EG.5.1),21.32,192676,7360.38
Australia,1329,724,Omicron (EG.5.1),27.66,193400,7388.04
Australia,1343,787,Omicron (EG.5.1),30.06,194187,7418.1
Australia,1357,886,Omicron (EG.5.1),33.85,195073,7451.95
Australia,1371,1056,Omicron (EG.5.1),40.34,196129,7492.29
Australia,1385,1031,Omicron (EG.5.1),39.39,197160,7531.68
Australia,1399,136,Omicron (EG.5.1),5.2,197296,7536.88
Austria,111,36,Others,4.03,36,4.03
Austria,125,42,Others,4.7,78,8.73
Austria,139,3,,0.34,81,9.07
Austria,153,7,,0.78,88,9.85
Austria,167,2,,0.22,90,10.07
Austria,181,14,,1.57,104,11.64
Austria,195,11,,1.23,115,12.87
Austria,209,22,,2.46,137,15.33
Austria,223,42,Others,4.7,179,20.03
Austria,237,37,Others,4.14,216,24.17
Austria,251,32,Others,3.58,248,27.75
Austria,265,29,,3.24,277,30.99
Austria,279,73,Others,8.17,350,39.16
Austria,293,180,Others,20.14,530,59.3
Austria,307,177,Others,19.8,707,79.1
Austria,321,125,Others,13.98,832,93.08
Austria,335,48,Others,5.37,880,98.45
Austria,349,324,Others,36.24,1204,134.69
Austria,363,329,Others,36.8,1533,171.49
Austria,377,312,Others,34.9,1845,206.39
Austria,391,359,Alpha,40.16,2204,246.55
Austria,405,355,Alpha,39.71,2559,286.26
Austria,419,554,Alpha,61.97,3113,348.23
Austria,433,393,Alpha,43.96,3506,392.19
Austria,447,232,Alpha,25.95,3738,418.14
Austria,461,227,Alpha,25.39,3965,443.53
Austria,475,249,Alpha,27.85,4214,471.38
Austria,489,600,Alpha,67.12,4814,538.5
Austria,503,220,Alpha,24.61,5034,563.11
Austria,517,749,Delta,83.78,5783,646.89
Austria,531,402,Delta,44.97,6185,691.86
Austria,545,677,Delta,75.73,6862,767.59
Austria,559,639,Delta,71.48,7501,839.07
Austria,573,491,Delta,54.92,7992,893.99
Austria,587,596,Delta,66.67,8588,960.66
Austria,601,317,Delta,35.46,8905,996.12
Austria,615,345,Delta,38.59,9250,1034.71
Austria,629,313,Delta,35.01,9563,1069.72
Austria,643,430,Delta,48.1,9993,1117.82
Austria,657,435,Delta,48.66,10428,1166.48
Austria,671,408,Delta,45.64,10836,1212.12
Austria,685,267,Delta,29.87,11103,1241.99
Austria,699,246,Delta,27.52,11349,1269.51
Austria,713,763,Omicron (BA.1),85.35,12112,1354.86
Austria,727,567,Omicron (BA.1),63.43,12679,1418.29
Austria,741,860,Omicron (BA.1),96.2,13539,1514.49
Austria,755,1686,Omicron (BA.2),188.6,15225,1703.09
Austria,769,1129,Omicron (BA.1),126.29,16354,1829.38
Austria,783,1125,Omicron (BA.2),125.84,17479,1955.22
Austria,797,1594,Omicron (BA.2),178.31,19073,2133.53
Austria,811,994,Omicron (BA.2),111.19,20067,2244.72
Austria,825,897,Omicron (BA.2),100.34,20964,2345.06
Austria,839,883,Omicron (BA.2),98.77,21847,2443.83
Austria,853,1217,Omicron (BA.2),136.14,23064,2579.97
Austria,867,2110,Omicron (BA.2),236.03,25174,2816.0
Austria,881,2070,Omicron (BA.5),231.55,27244,3047.55
Austria,895,1811,Omicron (BA.5),202.58,29055,3250.13
Austria,909,1265,Omicron (BA.5),141.5,30320,3391.63
Austria,923,1640,Omicron (BA.5),183.45,31960,3575.08
Austria,937,1286,Omicron (BA.5),143.85,33246,3718.93
Austria,951,1942,Omicron (BA.5),217.24,35188,3936.17
Austria,965,1328,Omicron (BA.5),148.55,36516,4084.72
Austria,979,1941,Omicron (BA.5),217.12,38457,4301.84
Austria,993,2348,Omicron (BA.5),262.65,40805,4564.49
Austria,1007,1236,Omicron (BA.5),138.26,42041,4702.75
Austria,1021,1804,Omicron (BA.5),201.8,43845,4904.55
Austria,1035,1726,Omicron (BA.5),193.07,45571,5097.62
Austria,1049,2037,Omicron (BA.5),227.86,47608,5325.48
Austria,1063,1730,Omicron (BQ.1),193.52,49338,5519.0
Austria,1077,2142,Omicron (BQ.1),239.61,51480,5758.61
Austria,1091,1536,Omicron (BQ.1),171.82,53016,5930.43
Austria,1105,2012,Omicron (BQ.1),225.07,55028,6155.5
Austria,1119,2009,Omicron (XBB.1.5),224.73,57037,6380.23
Austria,1133,2036,Omicron (XBB.1.5),227.75,59073,6607.98
Austria,1147,2018,Omicron (XBB.1.5),225.74,61091,6833.72
Austria,1161,1507,Omicron (XBB.1.5),168.58,62598,7002.3
Austria,1175,2065,Omicron (XBB.1.5),230.99,64663,7233.29
Austria,1189,1545,Omicron (XBB.1.5),172.83,66208,7406.12
Austria,1203,840,Omicron (XBB.1.5),93.96,67048,7500.08
Austria,1217,339,Omicron (XBB.1.5),37.92,67387,7538.0
Austria,1231,684,Omicron (XBB.1.5),76.51,68071,7614.51
Austria,1245,568,Omicron (XBB.1.5),63.54,68639,7678.05
Austria,1259,418,Omicron (XBB.1.5),46.76,69057,7724.81
Austria,1273,9,,1.01,69066,7725.82
Austria,1287,11,,1.23,69077,7727.05
Austria,1301,32,Omicron (EG.5.1),3.58,69109,7730.63
Austria,1315,92,Omicron (EG.5.1),10.29,69201,7740.92
Austria,1329,130,Omicron (EG.5.1),14.54,69331,7755.46
Austria,1343,151,Omicron (EG.5.1),16.89,69482,7772.35
Austria,1357,198,Omicron (EG.5.1),22.15,69680,7794.5
Austria,1371,250,Omicron (EG.5.1),27.97,69930,7822.47
Austria,1385,286,Omicron (EG.5.1),31.99,70216,7854.46
Austria,1399,53,Omicron (EG.5.1),5.93,70269,7860.39
Bahamas,195,1,,2.44,1,2.44
Bahamas,209,2,,4.88,3,7.32
Bahamas,223,1,,2.44,4,9.76
Bahamas,237,2,,4.88,6,14.64
Bahamas,279,1,,2.44,7,17.08
Bahamas,293,8,,19.51,15,36.59
Bahamas,307,5,,12.2,20,48.79
Bahamas,321,1,,2.44,21,51.23
Bahamas,377,4,,9.76,25,60.99
Bahamas,433,7,,17.07,32,78.06
Bahamas,447,14,,34.15,46,112.21
Bahamas,461,13,,31.71,59,143.92
Bahamas,475,2,,4.88,61,148.8
Bahamas,489,7,,17.07,68,165.87
Bahamas,531,3,,7.32,71,173.19
Bahamas,545,5,,12.2,76,185.39
Bahamas,559,13,,31.71,89,217.1
Bahamas,573,74,Delta,180.49,163,397.59
Bahamas,587,1,,2.44,164,400.03
Bahamas,629,2,,4.88,166,404.91
Bahamas,643,8,,19.51,174,424.42
Bahamas,657,20,,48.78,194,473.2
Bahamas,671,16,,39.03,210,512.23
Bahamas,685,6,,14.63,216,526.86
Bahamas,699,2,,4.88,218,531.74
Bahamas,951,7,,17.07,225,548.81
Bahamas,965,17,,41.46,242,590.27
Bahamas,979,14,,34.15,256,624.42
Bahamas,993,7,,17.07,263,641.49
Bahamas,1007,5,,12.2,268,653.69
Bahamas,1021,16,,39.03,284,692.72
Bahamas,1035,2,,4.88,286,697.6
Bahamas,1049,7,,17.07,293,714.67
Bahamas,1063,3,,7.32,296,721.99
Bahamas,1091,5,,12.2,301,734.19
Bahrain,139,1,,0.68,1,0.68
Bahrain,153,2,,1.36,3,2.04
Bahrain,167,12,,8.15,15,10.19
Bahrain,181,1,,0.68,16,10.87
Bahrain,195,3,,2.04,19,12.91
Bahrain,223,6,,4.08,25,16.99
Bahrain,237,4,,2.72,29,19.71
